instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cluster,PCA1,PCA2,KMeans,Isol,Grubbs
356,22/12/2011,1,0,12,FALSE,4,TRUE,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,0,0.20571798,1.538617369,0,0,0
357,23/12/2011,1,0,12,FALSE,5,TRUE,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,2,0.757937362,0.403910573,0,0,0
358,24/12/2011,1,0,12,FALSE,6,FALSE,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,2,1.123662495,0.249775595,0,0,0
359,25/12/2011,1,0,12,FALSE,0,FALSE,1,0.274783,0.279961,0.681304,0.155091,303,451,754,2,1.136177705,0.826890175,0,0,0
360,26/12/2011,1,0,12,TRUE,1,FALSE,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,2,1.237315202,0.05813856,0,0,0
361,27/12/2011,1,0,12,FALSE,2,TRUE,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,0,0.978515676,1.649960673,0,0,0
362,28/12/2011,1,0,12,FALSE,3,TRUE,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,2,1.121975032,-0.075650116,0,0,0
363,29/12/2011,1,0,12,FALSE,4,TRUE,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,2,0.908757225,0.396768914,0,0,0
364,30/12/2011,1,0,12,FALSE,5,TRUE,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,2,0.646068607,0.434177857,0,0,0
365,31/12/2011,1,0,12,FALSE,6,FALSE,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,2,0.601854736,0.167722052,0,0,0
366,1/1/2012,1,1,1,FALSE,0,FALSE,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,2,1.133994885,-0.598342831,0,0,0
367,2/1/2012,1,1,1,TRUE,1,FALSE,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,2,1.958613924,-1.626203684,0,1,0
368,3/1/2012,1,1,1,FALSE,2,TRUE,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,2,2.177692872,-1.382436774,0,1,0
369,4/1/2012,1,1,1,FALSE,3,TRUE,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,2,2.049768714,-0.488408085,0,0,0
370,5/1/2012,1,1,1,FALSE,4,TRUE,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,2,1.227120377,-1.027247915,0,0,0
371,6/1/2012,1,1,1,FALSE,5,TRUE,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,2,0.965975401,-1.187194474,0,0,0
372,7/1/2012,1,1,1,FALSE,6,FALSE,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,2,0.803667968,-1.371457695,0,0,0
373,8/1/2012,1,1,1,FALSE,0,FALSE,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,2,1.180963367,-1.358078587,0,0,0
374,9/1/2012,1,1,1,FALSE,1,TRUE,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,2,1.429327246,0.404510862,0,0,0
375,10/1/2012,1,1,1,FALSE,2,TRUE,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,2,1.09974712,-0.802877584,0,0,0
376,11/1/2012,1,1,1,FALSE,3,TRUE,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,2,1.309944176,0.745065589,0,0,0
377,12/1/2012,1,1,1,FALSE,4,TRUE,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,2,0.829192706,0.2338679,0,0,0
378,13/01/2012,1,1,1,FALSE,5,TRUE,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,2,1.651705343,-1.450077072,0,0,0
379,14/01/2012,1,1,1,FALSE,6,FALSE,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,2,1.76778481,-1.215372285,0,0,0
380,15/01/2012,1,1,1,FALSE,0,FALSE,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,2,1.97613406,-1.31976079,0,0,0
381,16/01/2012,1,1,1,TRUE,1,FALSE,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,2,1.926724985,-1.043721981,0,0,0
382,17/01/2012,1,1,1,FALSE,2,TRUE,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,2,1.321677371,-0.113928679,0,0,0
383,18/01/2012,1,1,1,FALSE,3,TRUE,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,2,1.634348197,-1.710549196,0,0,0
384,19/01/2012,1,1,1,FALSE,4,TRUE,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,2,1.626533281,-1.177946438,0,0,0
385,20/01/2012,1,1,1,FALSE,5,TRUE,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,2,1.62735434,-0.608387694,0,0,0
386,21/01/2012,1,1,1,FALSE,6,FALSE,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,2,1.93449232,0.66211254,0,0,0
387,22/01/2012,1,1,1,FALSE,0,FALSE,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,2,1.877803845,0.601555026,0,0,0
388,23/01/2012,1,1,1,FALSE,1,TRUE,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,2,1.370545297,0.996903322,0,0,0
389,24/01/2012,1,1,1,FALSE,2,TRUE,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,2,0.729868709,-0.259603428,0,0,0
390,25/01/2012,1,1,1,FALSE,3,TRUE,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,2,1.029394953,-0.840276443,0,0,0
391,26/01/2012,1,1,1,FALSE,4,TRUE,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,2,0.783243722,0.32932272,0,0,0
392,27/01/2012,1,1,1,FALSE,5,TRUE,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,2,1.065855453,-0.164661628,0,0,0
393,28/01/2012,1,1,1,FALSE,6,FALSE,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,2,1.136702452,-1.280538256,0,0,0
394,29/01/2012,1,1,1,FALSE,0,FALSE,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,2,1.5310146,-1.811518549,0,1,0
395,30/01/2012,1,1,1,FALSE,1,TRUE,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,2,1.390780301,-1.515798851,0,0,0
396,31/01/2012,1,1,1,FALSE,2,TRUE,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,2,0.966263209,-1.744839598,0,0,0
397,1/2/2012,1,1,2,FALSE,3,TRUE,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,2,0.498713989,-1.386873282,0,0,0
398,2/2/2012,1,1,2,FALSE,4,TRUE,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,2,0.829672432,-0.065582118,0,0,0
399,3/2/2012,1,1,2,FALSE,5,TRUE,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,2,1.007914263,-1.166357562,0,0,0
400,4/2/2012,1,1,2,FALSE,6,FALSE,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,2,1.255002018,0.487588429,0,0,0
401,5/2/2012,1,1,2,FALSE,0,FALSE,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,2,1.387307501,0.198703556,0,0,0
402,6/2/2012,1,1,2,FALSE,1,TRUE,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,2,1.056776609,-0.744814051,0,0,0
403,7/2/2012,1,1,2,FALSE,2,TRUE,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,2,0.808231628,-1.234373263,0,0,0
404,8/2/2012,1,1,2,FALSE,3,TRUE,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,2,1.279865684,0.389510922,0,0,0
405,9/2/2012,1,1,2,FALSE,4,TRUE,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,2,1.209588877,-1.000933361,0,0,0
406,10/2/2012,1,1,2,FALSE,5,TRUE,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,2,1.107903267,-0.276163867,0,0,0
407,11/2/2012,1,1,2,FALSE,6,FALSE,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,2,1.860555615,0.908095223,0,0,0
408,12/2/2012,1,1,2,FALSE,0,FALSE,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,2,2.401688781,-1.234856701,1,1,0
409,13/02/2012,1,1,2,FALSE,1,TRUE,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,2,1.409437191,-1.289954882,0,0,0
410,14/02/2012,1,1,2,FALSE,2,TRUE,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,2,1.032544537,-0.41060649,0,0,0
411,15/02/2012,1,1,2,FALSE,3,TRUE,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,2,0.894358421,-1.167279005,0,0,0
412,16/02/2012,1,1,2,FALSE,4,TRUE,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,2,0.982864437,0.457394282,0,0,0
413,17/02/2012,1,1,2,FALSE,5,TRUE,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,2,0.892871569,-0.922292654,0,0,0
414,18/02/2012,1,1,2,FALSE,6,FALSE,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,2,0.924953705,-1.265496689,0,0,0
415,19/02/2012,1,1,2,FALSE,0,FALSE,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,2,1.585939023,-0.399299014,0,0,0
416,20/02/2012,1,1,2,TRUE,1,FALSE,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,2,1.500292567,-1.176911966,0,0,0
417,21/02/2012,1,1,2,FALSE,2,TRUE,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,2,1.139767801,-0.917657592,0,0,0
418,22/02/2012,1,1,2,FALSE,3,TRUE,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,2,0.744580627,-1.242250512,0,0,0
419,23/02/2012,1,1,2,FALSE,4,TRUE,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,2,0.473875434,-1.302865411,0,0,0
420,24/02/2012,1,1,2,FALSE,5,TRUE,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,2,0.881765263,0.056336083,0,0,0
421,25/02/2012,1,1,2,FALSE,6,FALSE,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,2,1.785172662,-1.785282746,0,1,0
422,26/02/2012,1,1,2,FALSE,0,FALSE,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,2,1.376662151,-1.416102681,0,0,0
423,27/02/2012,1,1,2,FALSE,1,TRUE,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,2,0.990923447,-1.419699969,0,0,0
424,28/02/2012,1,1,2,FALSE,2,TRUE,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,2,0.92577621,-1.595316148,0,0,0
425,29/02/2012,1,1,2,FALSE,3,TRUE,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,2,1.182568186,0.596747884,0,0,0
426,1/3/2012,1,1,3,FALSE,4,TRUE,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,1,0.363176758,-1.130663629,0,0,0
427,2/3/2012,1,1,3,FALSE,5,TRUE,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,2,0.919777764,0.103596171,0,0,0
428,3/3/2012,1,1,3,FALSE,6,FALSE,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,2,0.715221515,-0.220079041,0,0,0
429,4/3/2012,1,1,3,FALSE,0,FALSE,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,2,1.393421681,-1.602018976,0,0,0
430,5/3/2012,1,1,3,FALSE,1,TRUE,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,2,1.370460682,-1.043278647,0,0,0
431,6/3/2012,1,1,3,FALSE,2,TRUE,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,2,1.218681625,-1.237122968,0,0,0
432,7/3/2012,1,1,3,FALSE,3,TRUE,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,2,0.863469434,-1.52001496,0,0,0
433,8/3/2012,1,1,3,FALSE,4,TRUE,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,2,0.516693032,-1.676514918,0,0,0
434,9/3/2012,1,1,3,FALSE,5,TRUE,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,2,1.106588868,-1.225473182,0,0,0
435,10/3/2012,1,1,3,FALSE,6,FALSE,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,2,1.237369938,-1.712443935,0,0,0
436,11/3/2012,1,1,3,FALSE,0,FALSE,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,2,0.852464372,-1.416683307,0,0,0
437,12/3/2012,1,1,3,FALSE,1,TRUE,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,1,0.406410382,-1.454213962,0,0,0
438,13/03/2012,1,1,3,FALSE,2,TRUE,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,1,0.045343904,-1.26888461,0,0,0
439,14/03/2012,1,1,3,FALSE,3,TRUE,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,1,-0.179579616,-1.474090056,0,0,0
440,15/03/2012,1,1,3,FALSE,4,TRUE,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,1,-0.09552699,-1.301493241,0,0,0
441,16/03/2012,1,1,3,FALSE,5,TRUE,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0,0.39631371,0.498818654,0,0,0
442,17/03/2012,1,1,3,FALSE,6,FALSE,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,1,-0.207244026,-0.239318853,0,0,0
443,18/03/2012,1,1,3,FALSE,0,FALSE,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,0,0.19598345,0.211064665,0,0,0
444,19/03/2012,1,1,3,FALSE,1,TRUE,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,1,-0.105451566,-0.839838943,0,0,0
445,20/03/2012,1,1,3,FALSE,2,TRUE,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,1,-0.227123964,-0.560072781,0,0,0
446,21/03/2012,2,1,3,FALSE,3,TRUE,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,0,-0.331107894,0.40412812,0,0,0
447,22/03/2012,2,1,3,FALSE,4,TRUE,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,1,-0.526471758,-0.41080634,0,0,0
448,23/03/2012,2,1,3,FALSE,5,TRUE,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,1,-0.71962387,-0.315471234,0,0,0
449,24/03/2012,2,1,3,FALSE,6,FALSE,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,0,0.303465354,0.692594267,0,0,0
450,25/03/2012,2,1,3,FALSE,0,FALSE,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,0,0.325115937,0.576467864,0,0,0
451,26/03/2012,2,1,3,FALSE,1,TRUE,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,2,0.516338553,-1.592370628,0,0,0
452,27/03/2012,2,1,3,FALSE,2,TRUE,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,2,0.724357071,-1.700591016,0,0,0
453,28/03/2012,2,1,3,FALSE,3,TRUE,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,1,0.238100557,-1.505415335,0,0,0
454,29/03/2012,2,1,3,FALSE,4,TRUE,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,1,0.204544368,-1.738882748,0,0,0
455,30/03/2012,2,1,3,FALSE,5,TRUE,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,2,0.394754426,-0.190632115,0,0,0
456,31/03/2012,2,1,3,FALSE,6,FALSE,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,2,0.29305541,-0.079750137,0,0,0
457,1/4/2012,2,1,4,FALSE,0,FALSE,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,1,0.192305749,0.018121282,0,0,0
458,2/4/2012,2,1,4,FALSE,1,TRUE,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,1,0.323644103,-1.366746215,0,0,0
459,3/4/2012,2,1,4,FALSE,2,TRUE,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,1,-0.171138951,-1.489119217,0,0,0
460,4/4/2012,2,1,4,FALSE,3,TRUE,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,1,-0.262240609,-1.433574397,0,0,0
461,5/4/2012,2,1,4,FALSE,4,TRUE,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,1,0.150835144,-1.700610346,0,0,0
462,6/4/2012,2,1,4,FALSE,5,TRUE,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,1,0.381251095,-1.797994623,0,0,0
463,7/4/2012,2,1,4,FALSE,6,FALSE,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,1,0.279630728,-2.242714834,1,1,0
464,8/4/2012,2,1,4,FALSE,0,FALSE,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,1,0.24738061,-1.911926886,1,0,0
465,9/4/2012,2,1,4,FALSE,1,TRUE,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,1,0.355668778,-1.986523966,1,1,0
466,10/4/2012,2,1,4,FALSE,2,TRUE,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,1,0.223157347,-1.492459475,0,0,0
467,11/4/2012,2,1,4,FALSE,3,TRUE,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,2,0.71869796,-1.278149096,0,0,0
468,12/4/2012,2,1,4,FALSE,4,TRUE,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,2,0.484932022,-1.392132275,0,0,0
469,13/04/2012,2,1,4,FALSE,5,TRUE,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,1,0.032591427,-1.512042617,0,0,0
470,14/04/2012,2,1,4,FALSE,6,FALSE,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,1,-0.212727306,-1.502459271,0,0,0
471,15/04/2012,2,1,4,FALSE,0,FALSE,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,1,-0.404175099,-1.512756693,0,0,0
472,16/04/2012,2,1,4,TRUE,1,FALSE,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,1,-0.282568041,-1.43936372,0,0,0
473,17/04/2012,2,1,4,FALSE,2,TRUE,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,1,-0.322589233,-1.874998526,0,0,0
474,18/04/2012,2,1,4,FALSE,3,TRUE,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,1,0.272520761,-0.131025971,0,0,0
475,19/04/2012,2,1,4,FALSE,4,TRUE,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,1,-0.386431759,-0.833182465,0,0,0
476,20/04/2012,2,1,4,FALSE,5,TRUE,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,1,-0.468523172,-0.832604609,0,0,0
477,21/04/2012,2,1,4,FALSE,6,FALSE,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,1,-0.23263059,-1.078608764,0,0,0
478,22/04/2012,2,1,4,FALSE,0,FALSE,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,0,1.222674045,1.494939005,0,0,0
479,23/04/2012,2,1,4,FALSE,1,TRUE,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,2,1.015937036,0.509857501,0,0,0
480,24/04/2012,2,1,4,FALSE,2,TRUE,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,1,0.351723785,-1.379372418,0,0,0
481,25/04/2012,2,1,4,FALSE,3,TRUE,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,1,-0.111189608,-1.382748265,0,0,0
482,26/04/2012,2,1,4,FALSE,4,TRUE,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,0,0.026051659,0.294903787,0,0,0
483,27/04/2012,2,1,4,FALSE,5,TRUE,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,1,0.294018928,-1.822634265,0,0,0
484,28/04/2012,2,1,4,FALSE,6,FALSE,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,2,0.562890777,-0.299244284,0,0,0
485,29/04/2012,2,1,4,FALSE,0,FALSE,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,1,-0.075191101,-0.916634429,0,0,0
486,30/04/2012,2,1,4,FALSE,1,TRUE,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,1,0.122334356,-0.242745643,0,0,0
487,1/5/2012,2,1,5,FALSE,2,TRUE,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,1,-0.427247477,-0.029202923,0,0,0
488,2/5/2012,2,1,5,FALSE,3,TRUE,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,1,-0.519021193,-0.326359888,0,0,0
489,3/5/2012,2,1,5,FALSE,4,TRUE,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,0,-0.458830676,0.262122852,0,0,0
490,4/5/2012,2,1,5,FALSE,5,TRUE,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,1,-0.656709819,-0.628887734,0,0,0
491,5/5/2012,2,1,5,FALSE,6,FALSE,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,1,-0.608125675,0.039485126,0,0,0
492,6/5/2012,2,1,5,FALSE,0,FALSE,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,1,-0.372694781,0.162874936,0,0,0
493,7/5/2012,2,1,5,FALSE,1,TRUE,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,1,-0.191969785,-0.124949113,0,0,0
494,8/5/2012,2,1,5,FALSE,2,TRUE,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,1,-0.145728395,-0.143320311,0,0,0
495,9/5/2012,2,1,5,FALSE,3,TRUE,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,0,-0.14314269,0.251183904,0,0,0
496,10/5/2012,2,1,5,FALSE,4,TRUE,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,1,-0.048186754,-1.3234303,0,0,0
497,11/5/2012,2,1,5,FALSE,5,TRUE,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,1,-0.238217759,-1.850865864,0,0,0
498,12/5/2012,2,1,5,FALSE,6,FALSE,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,1,-0.549532825,-1.445862714,0,0,0
499,13/05/2012,2,1,5,FALSE,0,FALSE,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,1,-0.379316612,-1.142612102,0,0,0
500,14/05/2012,2,1,5,FALSE,1,TRUE,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,0,0.093048908,0.619757216,0,0,0
501,15/05/2012,2,1,5,FALSE,2,TRUE,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,0,-0.409426538,0.447603627,0,0,0
502,16/05/2012,2,1,5,FALSE,3,TRUE,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,1,-0.867592657,-0.78218998,0,0,0
503,17/05/2012,2,1,5,FALSE,4,TRUE,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,1,-0.529473204,-1.445247916,0,0,0
504,18/05/2012,2,1,5,FALSE,5,TRUE,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,1,-0.63098817,-1.313871929,0,0,0
505,19/05/2012,2,1,5,FALSE,6,FALSE,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,1,-0.801222809,-1.574713306,0,0,0
506,20/05/2012,2,1,5,FALSE,0,FALSE,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,1,-0.459478174,-1.434167082,0,0,0
507,21/05/2012,2,1,5,FALSE,1,TRUE,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,0,-0.146308613,0.469926206,0,0,0
508,22/05/2012,2,1,5,FALSE,2,TRUE,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,0,-0.580592058,0.30030301,0,0,0
509,23/05/2012,2,1,5,FALSE,3,TRUE,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,0,-0.520181677,0.423163692,0,0,0
510,24/05/2012,2,1,5,FALSE,4,TRUE,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,1,-0.75914095,-0.756152016,0,0,0
511,25/05/2012,2,1,5,FALSE,5,TRUE,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,1,-0.888931387,-0.644525264,0,0,0
512,26/05/2012,2,1,5,FALSE,6,FALSE,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,1,-0.763990237,-0.818506532,0,0,0
513,27/05/2012,2,1,5,FALSE,0,FALSE,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,1,-0.709616234,-0.880037204,0,0,0
514,28/05/2012,2,1,5,TRUE,1,FALSE,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,1,-0.649469866,-0.913551832,0,0,0
515,29/05/2012,2,1,5,FALSE,2,TRUE,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,1,-0.624562457,-0.954444317,0,0,0
516,30/05/2012,2,1,5,FALSE,3,TRUE,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,1,-0.732786578,-0.13051048,0,0,0
517,31/05/2012,2,1,5,FALSE,4,TRUE,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,1,-0.785598972,-1.525979698,0,0,0
518,1/6/2012,2,1,6,FALSE,5,TRUE,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,0,-0.301623841,0.305315839,0,0,0
519,2/6/2012,2,1,6,FALSE,6,FALSE,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,1,-0.688923145,-1.366569714,0,0,0
520,3/6/2012,2,1,6,FALSE,0,FALSE,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,1,-0.632056908,-1.413866989,0,0,0
521,4/6/2012,2,1,6,FALSE,1,TRUE,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,1,-0.441911256,-1.485150458,0,0,0
522,5/6/2012,2,1,6,FALSE,2,TRUE,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,1,-0.359202331,-0.266686502,0,0,0
523,6/6/2012,2,1,6,FALSE,3,TRUE,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,1,-0.700029097,-0.804444751,0,0,0
524,7/6/2012,2,1,6,FALSE,4,TRUE,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,1,-0.734946964,-1.145620752,0,0,0
525,8/6/2012,2,1,6,FALSE,5,TRUE,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,1,-0.815872392,-1.53127511,0,0,0
526,9/6/2012,2,1,6,FALSE,6,FALSE,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,1,-0.944067094,-1.646321871,0,0,0
527,10/6/2012,2,1,6,FALSE,0,FALSE,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,1,-0.913225361,-1.177677002,0,0,0
528,11/6/2012,2,1,6,FALSE,1,TRUE,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,1,-0.783215361,-0.416109255,0,0,0
529,12/6/2012,2,1,6,FALSE,2,TRUE,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,0,-0.453481418,0.515685777,0,0,0
530,13/06/2012,2,1,6,FALSE,3,TRUE,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,1,-0.59086509,-1.403027913,0,0,0
531,14/06/2012,2,1,6,FALSE,4,TRUE,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,1,-0.728093063,-1.311372248,0,0,0
532,15/06/2012,2,1,6,FALSE,5,TRUE,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,1,-0.842650482,-1.166735155,0,0,0
